file_id	archive_member	source_group	sha256
LA_E_1014516	TextGrids/LA_E_1014516.TextGrid	expanded_10systems_v2	6cfc1e1d63e49d3f25826c47325987f9bb74afe142fc95fc6dc42433441dc59a
LA_E_1014644	TextGrids/LA_E_1014644.TextGrid	rebuild_v5	634dd034b97db0134f9e76345bb0eab3b7fa64a6641b6f7bec98d6b7879ac331
LA_E_1014715	TextGrids/LA_E_1014715.TextGrid	rebuild_v5	cce1bee85513ead477ab7ba9cf34a256a1307b2a9577c751361e182d1191ee22
LA_E_1015234	TextGrids/LA_E_1015234.TextGrid	rebuild_v5	482f71049c7aa9b0e48c96f156453d5d4a7813fbaaa6d77eab0286f5ba5a0ef8
LA_E_1015648	TextGrids/LA_E_1015648.TextGrid	expanded_10systems_v2	6c2862db646e0478c6fc1c185aaee3e0875e3846890fe0a0949a2d3357bce7a2
LA_E_1017665	TextGrids/LA_E_1017665.TextGrid	expanded_10systems_v2	790279d40dbd5532720d4599ec814f99ebe153c4e98d1f77b164f3031153429f
LA_E_1018246	TextGrids/LA_E_1018246.TextGrid	rebuild_v5	a1920b5737772b9469ed365ea28f89415f7c39862cbff14efb0fe265ee25d051
LA_E_1018407	TextGrids/LA_E_1018407.TextGrid	expanded_10systems_v2	899529545daa9754242f8678cdd10b087fa68e22129fad014992e9f5046b3fbf
LA_E_1018538	TextGrids/LA_E_1018538.TextGrid	expanded_10systems_v2	0405d57e2ae4d315a8d1ac354a7df302e366321fb3d1b05852e0c8e1cbc6da9c
LA_E_1019043	TextGrids/LA_E_1019043.TextGrid	expanded_10systems_v2	9abe5c28102a6487d840cb9c0ff22e645903b658f2cd96188a56cfa91a29e904
LA_E_1019133	TextGrids/LA_E_1019133.TextGrid	expanded_10systems_v2	27223b9a5675ba00088079b16779107d62f228cdbbcd117e6d68898b63381b06
LA_E_1019297	TextGrids/LA_E_1019297.TextGrid	rebuild_v5	6e8a28360e30d958da3e3f1364d991e970e8b2561532ed2154506aacaf03f958
LA_E_1019489	TextGrids/LA_E_1019489.TextGrid	rebuild_v5	425208da0484bfe5a20b57035f7e440282b648e937534224ebf552c3bdc9ff18
LA_E_1019903	TextGrids/LA_E_1019903.TextGrid	rebuild_v5	426fdfeecf6e3276f211dba47eb37bceb4570813ea8e76f9d7040af35af43713
LA_E_1019949	TextGrids/LA_E_1019949.TextGrid	rebuild_v5	91c311cc6f19180d907c4c6373958fe80ad05b64eb6ffa11d5d2d7543ddf2a7a
LA_E_1020167	TextGrids/LA_E_1020167.TextGrid	expanded_10systems_v2	c924dbc0388fec66c6bcb54199f70fe6dde805e49b207d9b9064f540358b2e16
LA_E_1020177	TextGrids/LA_E_1020177.TextGrid	full_study_final_textgrids	3d9e0de7fd328d5e3af35fb7f30eb7ce89efc62f55d9b14ee16b68c66efc3f81
LA_E_1020219	TextGrids/LA_E_1020219.TextGrid	expanded_10systems_v2	fcf2220efd4af341c3002ab4bd7e993ff9186d115f0a50665f84cfdb7cbb6078
LA_E_1020598	TextGrids/LA_E_1020598.TextGrid	rebuild_v5	eed35936a203075a3a1bd70ff8af226b04f55b764f087d56c5f6e9a0ffefc232
LA_E_1022330	TextGrids/LA_E_1022330.TextGrid	rebuild_v5	796dfa4050ccd1fccaf4df0b4372e275a97c879eafca97e3b94f1b6fb9ff9bd8
LA_E_1023514	TextGrids/LA_E_1023514.TextGrid	expanded_10systems_v2	6065c6bd0c4e96e76c0c663383308c37949a7bc7598c7083f2ba5f3faaf08ebe
LA_E_1023808	TextGrids/LA_E_1023808.TextGrid	expanded_10systems_v2	f1ab4fcc77a7e4f8128f490f60a9811eac52424c23eae8081ff0457af387b8ce
LA_E_1024324	TextGrids/LA_E_1024324.TextGrid	full_study_final_textgrids	ccd96a69866d2c3004c43f6d08fa9a9b533d8275ee54c099737b25e87f9d39d8
LA_E_1024417	TextGrids/LA_E_1024417.TextGrid	full_study_final_textgrids	4c4c180b153df8759a7170594e6e6cec8efcccd1ee2e13c52e281b2f6ec7a5f8
LA_E_1024929	TextGrids/LA_E_1024929.TextGrid	rebuild_v5	8e58ab16948667eb52fa373cb9b5036c54c444827286de8032009a5c218af947
LA_E_1026587	TextGrids/LA_E_1026587.TextGrid	expanded_10systems_v2	e81efa83c5eee527c516d17302c767158ab7f29a4fbc4fed2c1977062b699339
LA_E_1027163	TextGrids/LA_E_1027163.TextGrid	rebuild_v5	5466928b3160a56497852cd1680c86b5b29d5542da44944a3fe13ad92323defc
LA_E_1027275	TextGrids/LA_E_1027275.TextGrid	rebuild_v5	2a246876ceb510ef9c117bcbfd6fa0f8ee075431c2dfe876bbd5a3dc12136fd5
LA_E_1027495	TextGrids/LA_E_1027495.TextGrid	expanded_10systems_v2	50375a903e93c374b01a1f3aecc4be834e44991ca746b7433ecf1312c8e88da1
LA_E_1028101	TextGrids/LA_E_1028101.TextGrid	expanded_10systems_v2	758275d5de44eaaa772730d7cb8b5ca0d64fb3fabcf25707fa289bb1867e5d03
LA_E_1028808	TextGrids/LA_E_1028808.TextGrid	expanded_10systems_v2	f09f40ea944732b2e62e009af3e827a0351804030c6b2393e0105fd8952195eb
LA_E_1029849	TextGrids/LA_E_1029849.TextGrid	expanded_10systems_v2	1bb0721e69f7591f60aa52625901ff157bb63c7d4f361808801110c23aacb4bd
LA_E_1030028	TextGrids/LA_E_1030028.TextGrid	expanded_10systems_v2	7a9bfc8d805958ead88f60bfb99f9301b5bbc1e6eef2ffa160b8ecff694947ce
LA_E_1030540	TextGrids/LA_E_1030540.TextGrid	rebuild_v5	9ad7f93a3d0a6739bb5007682385b6f6528eecb580b2e11d2ae4f40f1dc5f637
LA_E_1030619	TextGrids/LA_E_1030619.TextGrid	expanded_10systems_v2	f6de0cac3c01a3ccabe6b5c400cf1facbb1f00fe1e06332a7287091956357344
LA_E_1031038	TextGrids/LA_E_1031038.TextGrid	rebuild_v5	7283248a938586e66cd20610381a568c042c2c2bb1c98930b135ca5793bfb31c
LA_E_1031731	TextGrids/LA_E_1031731.TextGrid	expanded_10systems_v2	0e6b4e9188a5da29f1ad18e641ab4bba26fa74126d79d562b7694a27bd1cba1f
LA_E_1031837	TextGrids/LA_E_1031837.TextGrid	rebuild_v5	39d778fde7871dd8e225e13520febde2ad24eeb57d6ed21fdd7ce099505e966e
LA_E_1031917	TextGrids/LA_E_1031917.TextGrid	expanded_10systems_v2	b4ce647c94e3a3a3642aa147a3b0708776f54c64281817d3e90619a2e8f04e01
LA_E_1031941	TextGrids/LA_E_1031941.TextGrid	rebuild_v5	58eed0b8bba1fc6c59c3635f43e9d1fcb135690d2655cabe2c3a1e625b706d2c
LA_E_1034211	TextGrids/LA_E_1034211.TextGrid	expanded_10systems_v2	2726916bced9bacfb26d9f48a51657c853380ec954328f5c2f9618b214b25935
LA_E_1034414	TextGrids/LA_E_1034414.TextGrid	rebuild_v5	3ba32f603248643f7550fdee0117b6769bb64c715f961dbd71ecaf66d413ed19
LA_E_1034718	TextGrids/LA_E_1034718.TextGrid	rebuild_v5	eb245dbec8830c06909d0c23ab555eeb3c931becbccd4ff2538c93fb902d4f1a
LA_E_1036440	TextGrids/LA_E_1036440.TextGrid	expanded_10systems_v2	5875072dcde18c57b186658b0e9b1e5fbfa3865ea149915051a4a95328fb3d23
LA_E_1036763	TextGrids/LA_E_1036763.TextGrid	rebuild_v5	058ea9ac9dfaa175ffe6afa53c35c9ea15c7d474df3329546e6d2faa501ba4f9
LA_E_1036786	TextGrids/LA_E_1036786.TextGrid	rebuild_v5	710949c09ca094910cb525c410780bb9e7acd1fc76b735d3daeedc83622f8f66
LA_E_1037559	TextGrids/LA_E_1037559.TextGrid	rebuild_v5	c94a061862bbaf3341e8337f79c0b329cb42b3299e2f0eebcedd0afebffd9a7c
LA_E_1037569	TextGrids/LA_E_1037569.TextGrid	expanded_10systems_v2	2271c1a0a88a24d437318fcd4e3b84e8bd5ec4c6ca43a2102b3ee6ecc403245c
LA_E_1037676	TextGrids/LA_E_1037676.TextGrid	rebuild_v5	fb827e30f4f0e1dddcbceb1ff46275788f7ab58d9068bd67ef1924977a3fd756
LA_E_1038782	TextGrids/LA_E_1038782.TextGrid	rebuild_v5	e9b2c4970c5ab59860bef08e6995d6af4354f41a65067c212fe8a3e2076b08b5
LA_E_1039046	TextGrids/LA_E_1039046.TextGrid	expanded_10systems_v2	6c721cbfc6bc9600d6c89d81f655d2dc9f46ac4e05b9426068483b4d7beadb08
LA_E_1039058	TextGrids/LA_E_1039058.TextGrid	rebuild_v5	20ee275a9bc8b3d8c0523ae268e35f9a64055638e1b8d4074687dc0617541251
LA_E_1041484	TextGrids/LA_E_1041484.TextGrid	expanded_10systems_v2	f79c8fe4f274cde3f9eab8ce9fadddc486287c61ab81175f6aabe65549df505e
LA_E_1041995	TextGrids/LA_E_1041995.TextGrid	expanded_10systems_v2	c143826a6d570baf9c146421c5663a92e106ab91dc15e623c251b42e662e22f9
LA_E_1042300	TextGrids/LA_E_1042300.TextGrid	rebuild_v5	6833439e51d28a8f6a144d5c6f568e4ff4af3cdeff6dbc1a71570d1efcb453fe
LA_E_1043874	TextGrids/LA_E_1043874.TextGrid	rebuild_v5	34f315a7af5c7943d8612db44643ddb5dfdd2eef2b2b33242883a75f5bcfc3f0
LA_E_1044031	TextGrids/LA_E_1044031.TextGrid	full_study_final_textgrids	8481dca3c03b81cb21d320d194c9b4d1da36441e7dda56ca0a6551a737208202
LA_E_1044126	TextGrids/LA_E_1044126.TextGrid	full_study_final_textgrids	8271f975aab4a0c83f9d701f2b2673a823ba6bf49352d230bfabfc4936939ea2
LA_E_1044599	TextGrids/LA_E_1044599.TextGrid	expanded_10systems_v2	412f4b5640be615692f27325268286d61be3d002e96709fe9814f81e9a41c952
LA_E_1046103	TextGrids/LA_E_1046103.TextGrid	full_study_final_textgrids	cd4d11f17073f6f38fcc2b1d1bf682a786aa3cc3191341577e43d68ab2d7f950
LA_E_1046787	TextGrids/LA_E_1046787.TextGrid	full_study_final_textgrids	4903a159df50ae3fb26c5981eeb8d962727105c2d8c609a0ef81fe53695db5ac
LA_E_1047397	TextGrids/LA_E_1047397.TextGrid	full_study_final_textgrids	18d1ab063ef49bc469e2c713edd7befdf68e370eaea6954b238ce1cfa203a466
LA_E_1047426	TextGrids/LA_E_1047426.TextGrid	rebuild_v5	67cd070c54203c2e62cf34038da361966f8e94bf9a5259b07c981851cb2e9be1
LA_E_1048510	TextGrids/LA_E_1048510.TextGrid	expanded_10systems_v2	7b54e40be45b7311aee839f9d22ad2f4dd86b53f488e4631e0a281fc8dc2105c
LA_E_1048534	TextGrids/LA_E_1048534.TextGrid	full_study_final_textgrids	43671a91f983fbe09a56a4d6abb347ff745dea6442d7d9715d2da338474e026d
LA_E_1048571	TextGrids/LA_E_1048571.TextGrid	rebuild_v5	5d3a8dab24bea450abd556f74e2a9900363d3622b51a32bf1d71027f1010e3cb
LA_E_1048647	TextGrids/LA_E_1048647.TextGrid	expanded_10systems_v2	9f4a1bdb0a2bf81dd2c9f23cf7db684166d1bb753676aceab4c1590e56767fd2
LA_E_1048766	TextGrids/LA_E_1048766.TextGrid	rebuild_v5	8d109207d14249433586debc50de9b55036dea948ad657cd589a1ea060788a2c
LA_E_1049029	TextGrids/LA_E_1049029.TextGrid	expanded_10systems_v2	6423ac33176f8373e118aa02b2b211b4debd1c28758c51e81c394db5b239fde7
LA_E_1050463	TextGrids/LA_E_1050463.TextGrid	expanded_10systems_v2	d961b54226f78b7a4f82bbfc97986666eedf0c4a76c55b1a25e3263e91d59979
LA_E_1052115	TextGrids/LA_E_1052115.TextGrid	full_study_final_textgrids	e45b6e4d190bee1b3cdee0987ba3e3e2c7fb022b485fb5c81b206614af3ed7c3
LA_E_1052171	TextGrids/LA_E_1052171.TextGrid	rebuild_v5	5cd8035e03758bff9eab8e8b528faad69ac3d8e07ad4ff1e8471f60260513054
LA_E_1052690	TextGrids/LA_E_1052690.TextGrid	expanded_10systems_v2	5b83b2a0840cda69047a7de0b2015b165f0eb999aee363e1d8bba274783f9b12
LA_E_1053042	TextGrids/LA_E_1053042.TextGrid	rebuild_v5	2fba38e746bd6b4866771e5521f9295038ebd57a9609179f7f698597019a6520
LA_E_1054080	TextGrids/LA_E_1054080.TextGrid	rebuild_v5	1b5ba10cf1cab106f5272123070d6d171d50ce8f21face04574cce91c4360ee1
LA_E_1056197	TextGrids/LA_E_1056197.TextGrid	expanded_10systems_v2	a3f84bfc27c2009905ac3d5a5e23f56077421431a672b77f5b5f6b7039e0ea7a
LA_E_1056646	TextGrids/LA_E_1056646.TextGrid	rebuild_v5	8d848b9591810a5c2b91ca10a9f9cb311e48ba7b68dae1ee29f25a8bc33954cd
LA_E_1056698	TextGrids/LA_E_1056698.TextGrid	expanded_10systems_v2	32c8cf6ee895dcfc5057e93b462e96d02ff84d7d17cab792d1d12eca2ac4c169
LA_E_1057396	TextGrids/LA_E_1057396.TextGrid	expanded_10systems_v2	b7d62b9ce17010e1b10fb4471f094957bb14b9430142b3d641f5b780c91d9fc1
LA_E_1057546	TextGrids/LA_E_1057546.TextGrid	full_study_final_textgrids	d23a4ab868c0acfef347f944147ca2f3616b7e1987664a3f8f7eaaf8d2584a84
LA_E_1057817	TextGrids/LA_E_1057817.TextGrid	full_study_final_textgrids	30fc10a9d182e99a665da755b6d29fa32393cf1ae96395658a596287685ef8fb
LA_E_1058631	TextGrids/LA_E_1058631.TextGrid	rebuild_v5	34e8ae8e6db15d5635acdcaf838efb862eae4220ef47d3ea62d95639ebb9eb07
LA_E_1059090	TextGrids/LA_E_1059090.TextGrid	full_study_final_textgrids	1c6ec3424b0f43807a74af9399d1bb85ecde210dd22b1fc74477c54a98ae8a2e
LA_E_1059108	TextGrids/LA_E_1059108.TextGrid	expanded_10systems_v2	3b6edd6492457e419d8a8b43df3239365a1aa9ddb52e58fc95663ad4af9eb23e
LA_E_1059718	TextGrids/LA_E_1059718.TextGrid	expanded_10systems_v2	c1cac17a42614e7cfa8139120fd975259952f5d64618c59615a009b5487bb711
LA_E_1060654	TextGrids/LA_E_1060654.TextGrid	expanded_10systems_v2	a1d7582193d8fe70bdfafce8e53f39eb2d22ff4bbfe02240757d9f0722e6fb89
LA_E_1060792	TextGrids/LA_E_1060792.TextGrid	rebuild_v5	4f41baf50ae8354103b4fa13da117f6e201c11cc9e19348889121441f639a472
LA_E_1060895	TextGrids/LA_E_1060895.TextGrid	rebuild_v5	9adee224320dedc6f0a412890248bd23fa39dffce9c0d077154ff97d2aa1e432
LA_E_1061256	TextGrids/LA_E_1061256.TextGrid	expanded_10systems_v2	d1190a048695596240d7fc32155757d158bec1940e867dac00e95e1c94a88f58
LA_E_1061304	TextGrids/LA_E_1061304.TextGrid	expanded_10systems_v2	98fd2d53c25a093bcfd280a1ffd215430bde049ebf44c694a6851d3f62ad7c8e
LA_E_1061454	TextGrids/LA_E_1061454.TextGrid	expanded_10systems_v2	e69a3a1c46781552865b212c8aba287e622300a899b57197888855e0f932c988
LA_E_1061586	TextGrids/LA_E_1061586.TextGrid	full_study_final_textgrids	5609585c81601d8ed22b4d2eb1508eb67b6e8d1cf5287c492305a83c8b79e486
LA_E_1061903	TextGrids/LA_E_1061903.TextGrid	expanded_10systems_v2	d924b2c3ee6366bc48043ca820afd98a2337bfefcfc8967a31c412f9145fa86f
LA_E_1062636	TextGrids/LA_E_1062636.TextGrid	full_study_final_textgrids	72c82f39d33df2d3dce29cc78fe7eb5cc926c5295552a3ed643d26aa61d82658
LA_E_1063041	TextGrids/LA_E_1063041.TextGrid	expanded_10systems_v2	098c14669c47638bae54882a704f5927ed88d7e946a52b500b52989cc73cc761
LA_E_1063074	TextGrids/LA_E_1063074.TextGrid	expanded_10systems_v2	208106e89b73d9f7b02be56325c275960424dcf7218093608d95b751d5f9c095
LA_E_1063411	TextGrids/LA_E_1063411.TextGrid	expanded_10systems_v2	f5ef988a79f785be1b5e8dd7bcf4ee57df66a3b0ba7726812510f5a7ffd2b510
LA_E_1063956	TextGrids/LA_E_1063956.TextGrid	expanded_10systems_v2	7cef4a62244e9b4412accdf700aa7c15f75456379562c6f6c5c58dcc6e6b31ce
LA_E_1064405	TextGrids/LA_E_1064405.TextGrid	expanded_10systems_v2	0bfd5889c87e06be3bc9995da36b382529b2193cecf06fd4426bced63659d468
LA_E_1064731	TextGrids/LA_E_1064731.TextGrid	expanded_10systems_v2	0fbfb400d2049e1f579fee1933322216162ce29611f9596e1f4ad22e83608915
LA_E_1064751	TextGrids/LA_E_1064751.TextGrid	rebuild_v5	dd5dedd3bc31c13922671fb6e40cf62607e9bfc7c6463c31fc9f7dff4583de6c
LA_E_1065331	TextGrids/LA_E_1065331.TextGrid	rebuild_v5	3416536f6cd909066a145ab552fe24cbbfb684da707ce9fea6652b1c35ed3403
LA_E_1065582	TextGrids/LA_E_1065582.TextGrid	rebuild_v5	2eb03a89e1196dc484919492cb08748ef587ab61084455a6efa540053def74e2
LA_E_1065662	TextGrids/LA_E_1065662.TextGrid	rebuild_v5	7d3df0569c58c93396ac42244367114d69d352a0fdb60690d8edf1354acd1550
LA_E_1066090	TextGrids/LA_E_1066090.TextGrid	expanded_10systems_v2	1530d35af24e013b83507157f641005f775d57a1f7108fd5dfff318519da9aed
LA_E_1066368	TextGrids/LA_E_1066368.TextGrid	rebuild_v5	489aec9987617f9d92409a511ebc46fcdae0e7a9863fd790527d3b090b90d8e2
LA_E_1066571	TextGrids/LA_E_1066571.TextGrid	full_study_final_textgrids	d69023577bcdfe60d78292c1db4ea82d433158e6310c2ac3609944e879915180
LA_E_1067167	TextGrids/LA_E_1067167.TextGrid	rebuild_v5	58a7dda282cacccf451267d152a2c2d4b3990f27e83d897061f46dc010e55015
LA_E_1068650	TextGrids/LA_E_1068650.TextGrid	expanded_10systems_v2	f6b11e3f9d42ee788af6288bd368906a83970335e832b42f5f16640463575f12
LA_E_1069271	TextGrids/LA_E_1069271.TextGrid	expanded_10systems_v2	805b1d1460946af4714c58be813f138ba2a71f908ef559330ee47facc68cc96c
LA_E_1069304	TextGrids/LA_E_1069304.TextGrid	rebuild_v5	cb8e8f45ef1db80bcc4644e7c37da7c50986489ebcfada347b0f79369b302f50
LA_E_1069930	TextGrids/LA_E_1069930.TextGrid	rebuild_v5	274d8f7b36e3a26e2b3bf421c73a6e556fbbcd3f0c7d65459ca5d85f05f87670
LA_E_1070212	TextGrids/LA_E_1070212.TextGrid	expanded_10systems_v2	4ed08380396af74d4fdda32739e5b69ad2b681d6b8a9a642d09eb834dafa6756
LA_E_1070216	TextGrids/LA_E_1070216.TextGrid	rebuild_v5	6ac579c64304499ee7c1c20adb8d62d0d0af9dfd5efe22226b42456f7a89cf1e
LA_E_1070670	TextGrids/LA_E_1070670.TextGrid	rebuild_v5	0b42cc43e7d5378a6984f783bb9708e6d8e6f51474a57c013d699c1aff18e650
LA_E_1071484	TextGrids/LA_E_1071484.TextGrid	full_study_final_textgrids	b1bdefe72cba602e2a54ece1f1cc3813b5d05d5712c20410506d5cb2b6753b32
LA_E_1072125	TextGrids/LA_E_1072125.TextGrid	rebuild_v5	1161a5ac94a73764e03243c3f1242badf72845697800192cc5333fe161d010d7
LA_E_1072407	TextGrids/LA_E_1072407.TextGrid	full_study_final_textgrids	b07abf6e6332315e8257e2f4d63285be2f6639661e40e626de5a498bc127ff9f
LA_E_1072624	TextGrids/LA_E_1072624.TextGrid	expanded_10systems_v2	3f0e8b9434a4cded8a5b73ac43ef26fc6055af4b8079cd5ff4967fe210d07f6d
LA_E_1072722	TextGrids/LA_E_1072722.TextGrid	full_study_final_textgrids	2b26ce7348a9b2f520e05c864956fe3001cd9a0c4d43e6fef6568b85b0040a16
LA_E_1073482	TextGrids/LA_E_1073482.TextGrid	full_study_final_textgrids	9af6e0c6e7273ee1f4454f4804723559cf2ff083f0a30462b190d6190911cb7a
LA_E_1073502	TextGrids/LA_E_1073502.TextGrid	rebuild_v5	d7a1a3123880026250e0fd55732bb571877815f8b00465b91ea9b30b0b0081f5
LA_E_1073597	TextGrids/LA_E_1073597.TextGrid	expanded_10systems_v2	e460fc97ee83c678118508839cb69e0a26df15db36c93aa16e54b490adb26ca9
LA_E_1073787	TextGrids/LA_E_1073787.TextGrid	rebuild_v5	e10c77424a3ae7cf4eb8ac2fa448a21448228a574f1e699012a161dc69a4e928
LA_E_1074126	TextGrids/LA_E_1074126.TextGrid	rebuild_v5	2fd09b09de3949a7e8dca4fe5090e0ecf915f4133db4ee76efcecd10ecec109f
LA_E_1074147	TextGrids/LA_E_1074147.TextGrid	rebuild_v5	ca9556cd4c32ef237f9def9c22c56f713a0cbcdaa865f5142750561d4ec79b72
LA_E_1074199	TextGrids/LA_E_1074199.TextGrid	expanded_10systems_v2	1d9abc91cfa015a01a8fb29850c280693533c1cae2cd61f2b5724152dfee9289
LA_E_1074577	TextGrids/LA_E_1074577.TextGrid	expanded_10systems_v2	e8b49c80c342d5ed6729693c65284a0d37a87c37f6062dd331853c8fd1a8f6bf
LA_E_1074686	TextGrids/LA_E_1074686.TextGrid	rebuild_v5	efeffed4bce55c1f50edd3476e4a3e3795bcc3bead7947e5a24ccb959b98cb2b
LA_E_1075009	TextGrids/LA_E_1075009.TextGrid	rebuild_v5	b333d8d0e10db2d02ada0c5bec5acdb0f6b0dead870407e88ae2fd04b4255797
LA_E_1075010	TextGrids/LA_E_1075010.TextGrid	expanded_10systems_v2	b7ef860a1ddf516caa8049743e276a34d33c3c5691b756616c948d302ad96690
LA_E_1075239	TextGrids/LA_E_1075239.TextGrid	rebuild_v5	4a3a4bdd07c932a00217330051b84f55059059a67d5254b074a059f065c36ab2
LA_E_1076018	TextGrids/LA_E_1076018.TextGrid	expanded_10systems_v2	dc550b3350090839e51ab672631ad90c85fadb05fb121cda705b76921766241a
LA_E_1076078	TextGrids/LA_E_1076078.TextGrid	expanded_10systems_v2	b201bbd242a3e14ac207bfb2a56cdd63ccd0b65d578918bd3407fee71e7fbded
LA_E_1076208	TextGrids/LA_E_1076208.TextGrid	expanded_10systems_v2	bf519fa5528b75b14c5e60964166fadfc0243fb501fa04514b54016f7469bc97
LA_E_1077784	TextGrids/LA_E_1077784.TextGrid	full_study_final_textgrids	174034b36c0c7eec9d6d61a9105a024cc3b122894544fb73433e7ac5a22101f5
LA_E_1078614	TextGrids/LA_E_1078614.TextGrid	expanded_10systems_v2	f6334e8adc91c50961663822f361bb718a3f5ceb26624ae88c9d908452834e9c
LA_E_1079089	TextGrids/LA_E_1079089.TextGrid	rebuild_v5	f938944b87c72a5c344c4e3ddf370ba476573a39a23393b50320055cb5216d14
LA_E_1080267	TextGrids/LA_E_1080267.TextGrid	rebuild_v5	535445199671265b5f5596a49b696f7ad1faa6a25fa8995188e913e6c738cf85
LA_E_1080408	TextGrids/LA_E_1080408.TextGrid	rebuild_v5	c9f3a22636000b479aeeecb1c4984750928fa7ac399551c75041b2f1d69ed3bd
LA_E_1080637	TextGrids/LA_E_1080637.TextGrid	expanded_10systems_v2	8976a8003770219882b0b4789e2a9dcb3749c48f84fbdd619683684b489f5c1c
LA_E_1080945	TextGrids/LA_E_1080945.TextGrid	rebuild_v5	500c4bc9b7558bd7276933b2d90438fdc3a1c4141e258ebc92d0fa935346e4e7
LA_E_1080991	TextGrids/LA_E_1080991.TextGrid	full_study_final_textgrids	8fce0851c2aee08355044c3f2f25d598b864d1e4692c9113b5be99c4842dfde1
